time_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp_c
1450,1.9082,10.3765,1.7358,0.7328,15.8626,-19.3893,42.08
1500,2.1739,10.9128,1.7358,-6.0763,18.6565,-2.7176,41.99
1550,2.0446,10.1035,2.2027,-6.687,15.4198,4.7328,41.94
1600,3.3662,14.5974,3.1244,-0.9466,5.313,14.916,41.8
1650,2.3176,10.41,3.3016,-5.2519,5.0382,-4.1374,41.89
1700,0.4645,9.2129,3.2729,7.0229,-8.0916,-15.6794,41.57
1750,0.2179,9.086,2.5163,9.2977,-14.1985,-12.3359,41.94
1800,0.6177,9.0692,2.375,-0.916,-8.3664,6.0,41.57
1850,1.3599,9.6438,2.4062,-4.8092,-4.4427,5.374,42.27
1900,1.4365,10.0126,2.3559,-10.2137,4.6565,-3.8626,41.94
1950,0.9194,9.3134,2.5139,-10.6412,10.9008,-5.4504,41.8
2000,1.257,9.2129,2.4205,-4.9924,7.4962,-4.7786,41.99
2050,1.6616,8.734,2.569,-3.5115,12.4275,-3.1298,41.8
2100,1.3838,8.8969,2.4972,4.1221,13.9237,-3.8779,41.99
2150,0.9936,9.2416,2.6121,4.7023,15.771,-4.6565,41.99
2200,1.1325,10.41,2.6312,4.3206,19.3282,3.5267,42.08
2250,1.2761,10.3765,2.9473,3.542,25.5878,12.8397,41.89
2300,1.1636,10.0221,2.9018,6.0611,25.8168,23.5725,41.89
2350,3.9863,15.5815,2.9425,7.9237,21.771,32.5038,41.89
2400,2.6552,10.7595,1.8675,4.5954,28.6565,2.3206,41.94
2450,1.8387,9.833,0.9864,2.1527,27.7252,-3.313,41.99
2500,1.4485,8.3965,0.2729,0.6107,30.3206,-3.0687,42.08
2550,1.8028,8.837,0.4357,-1.0229,29.2977,12.9313,41.75
2600,2.1715,9.1866,0.0311,11.1603,31.5114,-8.3359,41.8
2650,1.3767,10.8769,-0.7111,6.0458,41.313,-21.542,41.99
2700,0.8859,10.2592,-0.3639,-11.771,49.542,-14.1374,41.89
2750,0.8021,9.4523,0.7278,-17.9389,51.8931,-4.0916,41.89
2800,0.984,8.8178,1.2881,-14.8244,47.8779,-1.771,41.8
2850,1.3144,8.7221,1.4365,-7.4504,39.9084,-3.9237,41.99
2900,1.3767,8.9902,1.5203,-1.771,31.8321,-17.1298,41.8
2950,1.1516,10.0365,1.8483,0.2748,24.8397,-22.4122,41.94
3000,0.6895,10.3238,1.6712,2.626,13.3282,-16.3511,41.71
3050,0.3543,10.3453,1.4461,-3.0382,3.7099,-11.0687,41.75
3100,2.8036,16.9533,2.4541,-2.2748,-2.9008,13.6183,41.75
3150,1.2857,10.4411,2.5307,-12.229,0.5344,-11.7863,41.94
3200,0.0359,10.7691,3.0382,-14.7634,0.5496,-29.1145,42.08
3250,-1.0726,9.3757,3.4788,-14.2137,2.8855,-31.8626,41.8
3300,-1.8435,9.3302,3.292,-7.4962,-4.2137,-16.6718,41.94
3350,-1.4006,8.5497,2.9592,-7.0382,-3.9847,-8.6565,41.8
3400,-2.0997,9.2225,3.1292,-6.7786,-0.9466,-14.9924,41.99
3450,-2.2027,9.4786,3.2346,-9.7252,3.9695,-17.6183,42.08
3500,-2.4373,8.9328,3.4165,-10.1985,7.8168,-22.1221,41.94
3550,-2.6001,8.5545,3.2346,-0.5038,8.9008,-29.9237,41.99
3600,-2.9521,9.6367,2.624,4.0458,12.0611,-29.5114,41.94
3650,-2.9425,10.1083,2.7797,-4.0611,15.2977,-10.5649,41.75
3700,-2.5762,9.6486,2.739,-3.084,13.2366,-1.8931,41.99
3750,-2.2075,9.7516,2.9377,-10.2443,11.9237,6.2137,42.08
3800,-2.0877,8.9399,3.3064,-9.5115,5.8931,3.2366,41.75
3850,-1.7933,8.9184,3.3351,-7.0992,-0.9924,-0.9008,41.8
3900,-1.8052,9.1267,3.2777,-2.7786,-4.2901,-6.9924,41.8
3950,-1.8962,9.2392,3.122,-1.8168,-4.5954,-6.1374,41.99
4000,-2.0853,9.493,3.1603,-0.8092,-4.7634,-8.1679,41.89
4050,-2.2098,9.6462,3.3088,-3.6336,-5.145,-3.374,41.99
4100,-2.1428,9.2488,3.5626,-3.5573,-7.9237,-1.9237,41.71
4150,-2.083,8.9591,3.565,-2.5344,-11.6183,-3.9237,41.99
4200,-2.3822,8.9878,3.8235,1.5267,-17.542,-7.4046,41.89
4250,-2.8419,9.2751,3.7373,6.7328,-28.8092,-4.6565,41.75
4300,-2.8395,9.8928,3.486,5.6336,-43.9237,0.1527,41.99
4350,-2.5259,9.8306,3.5027,-1.5115,-56.5802,2.6565,41.94
4400,-2.2075,9.3087,3.7541,-2.2137,-70.5343,7.0382,41.75
4450,-1.5155,8.7364,3.6488,-0.5954,-82.5954,5.145,41.75
4500,-1.3934,8.8346,3.7493,2.2137,-92.8702,-11.9542,42.13
4550,-1.9225,9.2919,3.8858,3.9695,-99.1603,-22.4427,42.08
4600,-2.2697,9.6534,3.9193,5.145,-104.687,-22.5038,41.99
4650,-2.2122,9.7444,4.0031,2.4275,-105.1298,-13.8473,41.8
4700,-2.0087,9.3757,4.1084,4.2595,-108.7481,-3.8931,41.89
4750,-1.6759,9.3637,4.0199,5.8168,-108.9771,-1.2977,41.89
4800,-1.3336,9.0621,3.9073,8.9924,-110.8244,1.2672,41.8
4850,-0.747,9.0597,3.4884,11.1145,-114.855,-4.9313,41.75
4900,-0.1484,8.7915,3.2154,11.9847,-113.1298,-10.5802,41.94
4950,0.0455,9.7612,2.6695,18.687,-109.6489,-16.4733,42.08
5000,0.2107,9.8569,2.3032,12.4733,-104.6107,-3.9847,42.13
5050,1.087,10.1227,1.4796,15.1145,-98.626,-5.2519,41.94
5100,1.3264,10.1155,1.1684,6.7634,-83.8168,-7.9389,41.61
5150,1.1995,9.9886,1.2929,0.8092,-73.6489,-12.2748,41.75
5200,1.1516,9.5026,1.2234,-3.7405,-60.4122,-17.9389,41.8
5250,0.3376,9.3302,1.4102,-1.3893,-50.9008,-18.5954,41.8
5300,0.3041,10.1418,1.4772,3.0076,-50.2748,-18.7481,41.94
5350,0.0335,10.6973,1.5036,5.0992,-51.6183,-13.3588,41.99
5400,0.3855,10.3573,1.3623,4.5191,-53.8779,-5.4504,41.75
5450,0.8523,9.7923,1.3791,0.855,-52.9924,-0.1527,42.08
5500,1.0415,8.9352,1.494,6.3206,-53.2672,-0.7939,41.94
5550,1.1516,10.1251,0.3448,7.6336,-53.3588,-8.4427,41.75
5600,0.4621,10.6757,0.1221,-14.2137,-70.6107,-25.2366,41.94
5650,0.4788,10.3741,0.4118,-16.9313,-80.7023,-20.8397,41.75
5700,1.1181,9.9886,0.2777,-5.5267,-71.1908,-5.1298,41.94
5750,1.2641,9.6774,0.2274,-1.3435,-62.4275,-4.6718,41.8
5800,1.3815,9.8904,-0.316,0.4122,-53.0687,-6.0153,41.99
5850,1.3862,10.6111,-0.2035,-2.1985,-43.2214,-4.0611,42.13
5900,1.5802,10.5297,0.1125,-8.1985,-33.9084,1.9084,42.22
5950,2.2529,10.386,0.7398,-14.4427,-26.1832,7.2824,41.89
6000,2.5714,9.1075,1.4102,-17.3893,-9.7405,6.6107,41.89
6050,1.889,9.4619,2.0806,-18.1527,-3.2366,1.1756,41.75
6100,1.0822,9.5409,3.0143,-28.4122,-4.1985,-4.5191,42.13
6150,0.5124,9.7612,3.984,-32.9008,-11.8015,-1.9084,41.99
6200,0.3615,9.6175,4.5633,-31.4962,-20.2443,-2.8855,41.94
6250,0.1939,9.335,4.8626,-24.2901,-27.771,-8.6718,41.99
6300,-0.0503,9.4619,4.5466,-19.1756,-37.542,-10.9313,42.22
6350,0.498,9.4954,3.9792,-17.5267,-44.916,-3.8015,42.08
6400,1.1229,9.3494,3.6392,-17.9695,-45.5115,-1.145,41.94
6450,1.8052,9.3087,3.5721,-23.0687,-39.1145,-2.687,41.75
6500,1.573,9.153,4.1276,-22.5344,-31.5114,-3.6947,41.99
6550,1.494,8.9088,4.3646,-21.0992,-23.9695,-3.771,41.99
6600,1.3455,9.019,4.7549,-17.7557,-18.0611,-6.9313,41.94
6650,0.8763,8.9399,4.853,-10.0458,-18.3359,-5.9389,41.71
6700,1.1971,9.4164,4.7501,-6.0153,-20.3969,-0.5802,41.75
6750,1.4341,8.9016,4.5849,-6.3817,-20.0153,2.9618,41.89
6800,1.9082,8.7963,4.4939,-7.542,-22.2443,6.4122,41.99
6850,2.0877,8.4946,4.798,-7.0229,-22.3206,-4.3206,42.22
6900,1.47,8.4707,5.0949,-1.084,-27.6031,-24.2443,42.22
6950,0.1484,9.1794,5.2337,9.2519,-36.626,-39.7863,41.94
7000,-0.6991,9.8904,4.5586,22.5038,-45.145,-22.5649,41.94
7050,-0.2035,10.41,3.7421,24.4886,-50.2443,-0.2595,41.89
7100,0.4142,10.501,3.1987,21.3893,-51.3893,19.6794,41.89
7150,1.415,10.137,2.8395,12.3817,-52.229,40.8397,41.8
7200,2.5642,9.5912,2.6624,7.8321,-54.4122,52.5802,41.99
7250,3.6392,8.9902,2.229,4.3511,-56.3969,51.542,41.89
7300,4.3814,8.2193,1.7573,4.4733,-48.7176,45.2061,41.99
7350,4.9943,8.2097,1.166,7.3435,-41.7099,33.6794,41.94
7400,5.047,8.8609,0.7063,7.5725,-31.771,25.5878,41.57
7450,5.4588,9.1698,0.1628,-1.0076,-19.9084,22.0153,41.61
7500,5.193,9.232,0.5219,-7.2214,-6.1221,20.0458,41.8
7550,4.9129,9.4164,0.7901,-14.6718,1.7252,20.9924,41.94
7600,4.707,9.0668,1.4365,-18.1069,3.0076,27.0229,41.99
7650,4.9105,8.7077,1.7789,-18.0458,2.0,31.7099,41.89
7700,5.3606,8.0637,2.2769,-15.3435,2.1527,32.7634,41.99
7750,5.861,8.0517,2.4277,-9.9389,2.1527,29.4809,41.8
7800,6.3494,7.9487,2.5019,-8.4122,4.7786,22.1679,42.08
7850,6.2225,7.8506,2.5809,-5.0076,8.9771,14.4122,41.8
7900,6.2848,7.8075,2.4612,-6.3511,12.7786,9.6336,41.71
7950,6.0406,7.7045,2.636,-2.3664,18.7176,9.5267,41.94
8000,5.9496,7.8243,2.6647,0.9008,22.3053,16.5496,41.57
8050,5.9735,7.5944,3.0981,0.1221,17.5267,13.6183,41.89
8100,5.9256,7.7285,2.9568,1.542,11.2977,5.145,41.94
8150,5.7533,7.9104,2.9736,0.9924,8.0763,12.7328,41.94
8200,6.0956,7.7405,3.0574,-4.3511,1.374,11.9695,41.94
8250,6.2944,7.5705,2.9784,-2.3817,-0.5802,9.5115,42.22
8300,6.3159,7.7141,2.8419,-2.4427,1.1298,11.4351,42.27
8350,6.4667,7.5896,2.9473,-3.2214,3.4504,14.1832,42.22
8400,6.608,7.3119,3.0526,-5.1908,3.7863,14.1374,41.8
8450,6.529,7.2161,3.1244,-4.6412,2.5496,8.855,41.71
8500,6.6439,7.2257,3.1651,-6.4275,2.2748,8.7634,41.94
8550,6.6679,6.9623,3.3519,-5.9542,0.9924,7.5573,41.8
8600,6.8331,6.9743,3.3327,-3.1908,-2.5649,6.7634,41.71
8650,6.9504,6.8259,3.304,-2.6412,0.2137,1.5573,42.08
8700,6.675,7.2496,3.1268,-3.6794,-4.0153,-1.8168,41.99
8750,6.7995,7.1227,3.0502,-5.0687,-2.4275,-0.9618,41.99
8800,6.8354,7.1251,2.9904,-2.2137,0.9008,0.9618,41.57
8850,6.778,7.1563,3.0023,-3.6489,1.1603,3.1756,41.99
8900,7.2568,6.8618,2.9353,-3.5725,4.916,-2.626,41.89
8950,6.5649,7.197,3.2441,-3.9542,4.5496,-3.9847,41.99
9000,6.6008,7.0581,3.316,-3.7863,-1.0992,-0.9008,41.94
9050,6.6128,7.185,3.201,-3.5878,-3.8626,-1.374,41.75
9100,6.7971,7.1156,3.0837,-4.9313,-3.9084,2.1374,41.75
9150,6.8953,7.1204,3.0478,-4.0763,-0.2137,1.4351,41.8
9200,6.9025,7.0581,3.1436,-3.1298,1.8168,1.0992,41.8
9250,6.675,7.1036,3.2729,-4.1221,0.5496,-1.5115,41.61
9300,6.7924,7.0916,3.1747,-3.2214,-0.7634,-3.3893,42.08
9350,6.6894,7.1275,3.1268,-2.7634,-0.7939,-1.2672,41.8
9400,6.699,7.1371,3.1675,-2.2137,-0.8244,-2.0153,41.99
9450,6.8043,7.1323,3.1436,-1.6794,-0.687,-0.3511,41.8
9500,6.8498,7.1587,3.0957,-2.3206,-0.6718,-2.1985,41.89
9550,6.529,7.2808,3.1436,-4.1221,-0.8244,-1.8321,41.89
9600,6.7277,7.185,3.1364,-5.313,-0.3511,-0.8244,41.94
9650,6.5888,7.0844,3.2202,-4.5649,-0.458,-0.4122,41.99
9700,6.6894,7.1539,3.237,-3.5725,0.8702,1.2824,41.94
9750,6.5625,7.1994,3.2609,-4.458,-1.0534,1.8779,41.94
9800,6.7564,7.094,3.1651,-2.5191,-0.2901,1.2672,41.75
9850,6.8019,7.0437,3.1843,-2.1527,0.8702,0.2748,42.13
9900,6.8163,7.1419,3.1675,-2.0153,2.1221,-0.1221,41.89
9950,6.7469,7.0653,3.2896,-3.4351,1.1908,-1.6489,41.99
10000,6.7109,7.0629,3.3423,-2.626,0.7786,-0.626,41.8
10050,6.7636,7.1156,3.2202,-2.7328,-0.1374,-4.1221,41.61
10100,6.6152,7.2305,3.1723,-1.4962,-1.3588,-0.4275,41.75
10150,6.9025,7.0198,3.1508,-0.7939,-0.5038,-2.9771,41.99
10200,6.7229,7.197,3.122,-0.5496,0.458,-1.8473,41.94
10250,6.7612,7.0605,3.1867,-0.9313,1.9542,-4.229,42.08
10300,6.505,7.2712,3.2106,-0.5954,1.0687,-2.5344,41.75
10350,6.6966,7.1491,3.0718,-1.6031,-0.8244,-2.3206,41.75
10400,6.6056,7.1994,3.1556,-1.6183,0.1985,-4.626,41.75
10450,6.6511,7.2736,3.1316,-0.229,1.0534,-3.4046,42.13
10500,6.6726,7.1515,3.0789,-0.3664,1.7099,-4.9466,41.94
10550,6.5481,7.331,3.0071,0.8244,-1.0382,-5.5725,41.99
10600,6.6726,7.3095,2.8874,0.0763,0.9313,-4.8855,42.08
10650,6.6559,7.3502,2.7485,1.2519,2.855,-2.626,41.89
10700,6.7014,7.4388,2.7294,0.1374,5.5267,-1.771,41.75
10750,6.6655,7.4939,2.8228,-1.0229,9.2214,-2.8244,41.8
10800,6.4883,7.4316,3.0263,-1.2672,9.9237,-1.8779,41.94
10850,6.4524,7.1706,3.2058,-2.1985,10.1221,-2.3817,41.75
10900,6.7277,7.252,3.3327,0.4427,9.9542,-10.4733,41.75
10950,6.1675,7.4053,3.3662,1.0687,9.4809,-8.0763,41.8
11000,6.4811,7.1323,3.2968,-0.6412,5.3893,-11.4504,41.89
11050,6.4859,7.367,3.1651,0.6107,6.5344,-15.3893,41.99
11100,6.4763,7.3167,2.9975,-0.6565,7.313,-9.2366,41.99
11150,6.6295,7.2065,3.0933,-1.9847,7.0382,-20.1374,41.71
11200,6.5194,7.4077,2.9904,-5.1603,8.7481,-23.6947,41.8
11250,6.6463,7.0964,3.0263,-6.916,10.8855,-28.5191,41.94
11300,6.2872,7.2353,3.1029,-6.9771,12.1527,-36.3053,41.75
11350,6.1866,7.4436,3.2082,-9.4046,13.9847,-47.3588,41.99
11400,5.1044,7.5753,3.4788,-9.7405,12.2748,-51.6489,41.61
11450,4.5274,8.1116,3.644,-10.4427,12.0,-56.8702,41.71
11500,3.4237,8.928,3.8116,-10.3817,11.4046,-50.5344,41.89
11550,2.2769,9.5146,4.1132,-13.313,12.7634,-47.4504,41.99
11600,1.3144,9.9527,4.4676,-10.1527,9.5267,-34.2901,41.94
11650,0.9361,10.0868,4.5657,-5.9542,8.7634,-26.7328,41.8
11700,0.2346,10.2376,4.604,0.5649,8.2748,-17.0534,41.75
11750,0.1053,10.7164,4.3574,4.1679,2.4885,-2.3664,41.8
11800,0.2849,10.9176,4.1875,-0.0916,1.0382,15.6794,41.94
11850,0.8978,10.2448,4.2018,-2.9466,0.0763,32.5344,41.71
11900,1.5634,9.6031,4.2401,-2.7786,-2.3817,42.9466,42.22
11950,2.3822,9.0285,4.1587,-2.1221,-5.145,47.8015,41.75
12000,2.9999,8.5353,4.1396,0.0916,-7.6183,46.9618,41.8
12050,3.7469,8.3534,3.8858,0.8702,-7.8321,47.9084,41.89
12100,4.2473,7.7476,3.8355,0.8702,-6.1069,45.9695,42.08
12150,4.9823,7.6327,3.8116,-0.1832,-4.0,41.1298,41.61
12200,5.2792,7.2951,3.8954,-0.1069,-1.9389,35.145,41.94
12250,5.5833,7.4364,3.9385,0.1069,-1.8473,33.8015,41.75
12300,6.0118,7.3622,3.8331,-0.0153,-1.7099,28.9771,41.8
12350,6.0454,7.2784,3.9648,-1.6641,0.9008,25.8626,41.89
12400,6.1794,7.2664,3.9289,-0.4275,-2.3359,21.313,41.99
12450,6.4428,7.1227,4.0103,-4.2443,-2.2443,19.2977,41.75
12500,6.5649,6.8378,4.1587,-5.8015,-3.3588,13.542,41.94
12550,6.6942,6.778,4.2234,-3.5725,-4.5344,9.0076,41.89
12600,6.7947,6.7493,4.1755,-3.145,-3.7863,7.3435,41.8
12650,6.9168,6.5481,4.3527,-1.4046,-4.1679,4.626,42.08
12700,6.9647,6.5457,4.3096,1.6489,-6.626,-1.1145,41.75
12750,7.0844,6.6224,4.0462,3.2824,-8.0763,-8.855,41.8
12800,7.082,6.7229,3.9241,3.4351,-6.0763,-14.5954,41.8
12850,6.8091,6.7804,3.7924,4.5649,-2.9466,-18.5038,41.71
12900,6.529,7.0916,3.7637,2.8244,-1.6641,-16.229,41.71
12950,6.4284,6.8953,3.9361,1.8779,-6.9008,-18.8397,41.71
13000,6.5793,6.9695,3.8475,-0.7634,-8.8397,-25.9847,41.94
13050,6.1435,6.9887,3.9672,0.3359,-10.6565,-32.0763,41.75
13100,6.0238,7.2472,3.9337,2.9771,-12.5649,-36.8092,42.08
13150,5.7174,7.9727,3.869,4.7481,-13.9695,-41.6641,41.89
13200,5.0901,8.169,3.9337,7.5725,-17.7557,-44.2901,41.75
13250,4.5131,8.2839,3.6105,9.084,-23.0382,-50.1221,41.94
13300,3.7062,8.2049,3.0023,13.9389,-27.3282,-55.2519,41.94
13350,3.4572,8.9232,2.2745,17.7405,-32.5496,-48.9008,42.32
13400,3.3519,9.7923,1.5778,10.687,-25.9389,-49.4351,41.89
13450,2.5642,10.7045,1.506,8.3817,-16.3664,-34.1527,41.94
13500,2.5259,10.1778,1.3575,8.7634,-11.1603,-14.9924,41.99
13550,2.7031,9.6845,0.6752,11.3588,-4.229,-13.0076,41.89
13600,2.9473,9.5026,0.1389,7.1756,6.1069,-8.5802,41.94
13650,2.9951,9.3374,-0.012,5.8779,15.6183,-13.0076,41.99
13700,2.6695,9.8138,0.1101,4.7328,22.0,-13.6031,41.75
13750,2.8371,10.2161,-0.0383,6.6565,24.1221,-21.8931,41.89
13800,2.0997,10.6518,-0.0718,0.9008,32.3664,-27.8015,41.75
13850,1.1372,9.9,0.4525,-3.3282,32.7328,-15.5115,41.75
13900,1.3096,9.9383,0.4788,-2.4733,21.5114,-8.2901,41.71
13950,2.0063,9.8067,0.5674,-11.6794,17.1908,-1.084,41.61
14000,2.0853,9.5864,0.814,-10.4885,13.8168,-5.5115,41.89
14050,1.901,10.1849,0.9768,-17.4351,12.855,-8.3359,42.13
14100,1.3384,9.7659,1.2426,-16.3511,9.2061,-6.3817,41.89
14150,1.3575,10.094,1.4437,-16.3511,6.916,1.8473,42.08
14200,1.4006,9.6822,1.7717,-14.2748,4.5038,9.7252,41.89
14250,2.296,10.7284,2.2266,-10.4885,-5.5878,24.1832,41.8
14300,3.0622,9.9431,2.3272,-15.0382,-4.0611,6.2595,41.99
14350,2.2098,10.1011,2.7581,-13.3588,-0.9466,2.8855,41.99
14400,2.2841,9.8689,3.0742,-17.4198,-4.4427,3.2061,41.94
14450,1.5969,8.2911,3.474,-23.313,-4.8092,1.8931,42.13
14500,1.3264,7.7141,3.6464,-11.2824,-13.6489,-1.7557,41.89
14550,2.2529,9.2727,3.3878,-8.8702,-12.3817,-3.9542,41.94
14600,2.1835,9.9048,3.9744,-11.9695,-4.4427,-11.6336,41.8
14650,2.2098,9.7061,4.0941,-13.8473,0.0763,0.7939,41.94
14700,2.5762,9.4355,3.9361,-14.9008,6.8397,-9.7099,41.8
14750,1.7166,8.2672,4.4101,-10.1832,13.542,-5.9847,41.71
14800,2.0877,8.4539,4.1899,-3.0992,12.855,-1.3893,41.47
14850,2.3559,8.7915,4.4269,-4.4733,20.6565,-5.374,41.94
14900,1.7262,8.6718,4.9033,0.7634,20.8702,-9.0687,41.99
14950,1.5874,9.1459,5.1787,3.2519,21.3588,-11.0382,41.75
15000,0.9313,9.086,5.1284,12.7481,16.9924,-1.8779,41.75
15050,1.3479,9.1075,4.7764,16.2137,11.6031,4.3053,41.61
15100,1.245,9.2991,4.7046,16.1832,10.4122,3.6031,41.94
15150,1.9513,9.8402,4.3359,19.9084,0.1069,2.0,41.61
15200,1.1109,10.1251,3.6057,24.2748,-9.2214,2.7023,41.94
15250,1.6807,10.7978,1.9561,22.2137,-16.4427,3.6031,41.94
15300,1.9968,9.6462,1.0822,8.3053,-2.8244,12.6718,41.94
15350,1.6065,8.7676,1.336,2.3053,9.0687,8.3664,41.8
15400,1.3431,8.8849,1.3503,9.145,7.3893,14.4122,41.99
15450,1.7526,10.5465,0.4166,16.5038,3.1603,-1.4046,41.71
15500,1.9201,11.066,-0.0694,-0.7634,18.7481,-2.2901,41.71
15550,0.5004,9.7779,1.1612,-0.9618,14.0,-2.0763,41.8
15600,1.245,9.8067,0.7542,-2.4275,2.5496,-2.1221,41.8
15650,1.3982,9.833,0.644,-1.0992,2.5802,3.8473,41.8
15700,2.2529,9.6199,0.7853,-10.1221,0.4885,9.1756,41.75
15750,2.818,8.9088,1.1372,-7.3588,0.7939,1.9695,41.75
15800,2.7318,9.6534,1.2953,-4.9924,1.313,-8.0916,41.75
15850,2.5235,9.6438,1.3216,-5.9847,0.7634,-16.9008,41.75
15900,1.8914,10.1107,1.4892,-10.2443,0.458,-17.5725,41.89
15950,1.6879,9.8019,1.561,-15.542,-2.8244,-8.8244,41.75
16000,2.0566,9.8665,1.7454,-17.5573,-6.1679,-5.1756,41.42
16050,2.0063,10.1035,1.7142,-18.3359,-7.2214,-2.2137,41.8
16100,1.7645,9.8258,1.81,-15.6794,-9.0687,5.8626,41.75
16150,2.6552,11.6765,2.0614,-12.4427,-14.855,17.3435,41.89
16200,2.9377,10.9535,2.3679,-18.5802,-12.7786,2.687,41.75
16250,2.2434,9.8282,2.8754,-21.9084,-7.6183,-2.1221,41.94
16300,1.2785,8.8394,3.6583,-16.7176,-7.5878,-9.3588,41.94
16350,1.0056,8.849,3.6631,-6.8702,-9.6947,-2.7176,41.94
16400,0.8906,8.3558,3.8642,-4.6412,-10.2137,4.3511,41.89
16450,1.5083,8.995,4.312,-2.7481,-15.2519,2.2748,41.75
16500,2.0614,9.4068,4.7692,-5.8321,-10.9771,-0.9618,41.57
16550,1.7142,8.6598,4.8387,-1.7252,-10.7328,-8.3817,41.8
16600,1.2378,8.8226,4.2449,9.4809,-20.0153,-19.1298,41.94
16650,1.3312,8.8969,3.0957,14.6565,-23.5114,-11.1908,41.8
16700,1.9585,9.3111,2.7126,8.0458,-19.7099,-5.6947,41.94
16750,2.1428,9.481,2.9353,2.9618,-14.8092,-7.8321,41.89
16800,2.3655,9.5098,3.2441,0.5038,-7.3588,1.5725,41.75
16850,2.15,9.2895,3.7876,3.5725,-0.1221,0.7176,41.8
16900,1.7789,9.6055,3.9289,5.5878,2.8397,9.5267,41.75
16950,1.8579,9.4715,3.8906,9.313,-1.9542,20.7786,41.94
17000,1.9321,9.3206,3.3998,14.3664,-7.8473,14.3053,41.8
17050,3.3615,12.9861,2.8659,8.4885,-4.3511,24.1374,41.75
17100,3.1077,11.1881,2.411,1.1756,0.8702,16.3969,41.89
17150,2.4086,10.2089,2.0423,-8.0458,1.084,11.4504,41.8
17200,1.4461,7.4196,1.5514,1.9695,-4.1985,10.5649,41.8
17250,1.7789,7.8865,0.5698,16.1832,-17.3588,17.6641,41.8
17300,3.4979,9.9144,-0.2873,6.1679,-12.7481,3.1603,41.8
17350,2.7845,10.1754,0.0479,-0.3664,1.3282,-16.2748,41.94
17400,2.8132,11.0373,-0.2418,-3.0229,14.7634,-23.374,41.89
17450,1.3024,10.2208,0.2298,-9.4351,28.6412,-15.0992,41.94
17500,1.4724,9.3254,0.9098,-14.6565,22.916,8.4885,41.89
17550,2.9377,8.1139,1.312,-13.9084,20.7634,9.6183,41.57
17600,3.2322,8.7053,1.5371,-9.5725,24.1985,-4.229,41.8
17650,2.3774,9.584,1.7669,-9.6489,20.1832,-8.9466,41.8
17700,2.2314,10.4866,1.913,-10.7634,12.3511,-4.7023,41.89
17750,2.1045,10.0724,2.0734,-11.9389,5.1145,5.9389,41.8
17800,2.466,10.252,1.9034,-14.8397,-0.0458,12.916,41.61
17850,2.3128,10.9271,2.9233,-10.0153,-6.6412,17.5573,41.8
17900,4.628,11.5568,3.0311,-9.145,-6.0153,14.3053,41.75
17950,1.6448,9.56,4.3958,-10.3359,-3.1298,-4.4122,41.75
18000,1.166,8.4491,3.9552,-3.2061,-15.7252,8.5649,41.94
18050,2.1524,7.5944,3.3926,1.6947,-16.458,25.5725,42.08
18100,2.7629,8.0804,3.5937,2.626,-15.2061,8.4733,41.94
